Date,MXWO Index
1998-08-18,1043.48
1998-08-19,1045.7
1998-08-20,1040.57
1998-08-21,1017.97
1998-08-24,1022.53
1998-08-25,1031.05
1998-08-26,1016.31
1998-08-27,981.26
1998-08-28,969.73
1998-08-31,937.09
1998-09-01,955.54
1998-09-02,961.98
1998-09-03,956.79
1998-09-04,952.25
1998-09-07,968.17
1998-09-08,996.11
1998-09-09,978.99
1998-09-10,958.24
1998-09-11,968.29
1998-09-14,985.8
1998-09-15,990.32
1998-09-16,994.99
1998-09-17,970.68
1998-09-18,964.25
1998-09-21,953.4
1998-09-22,962.64
1998-09-23,987.33
1998-09-24,978.36
1998-09-25,972.74
1998-09-28,978.68
1998-09-29,979.27
1998-09-30,952.39
1998-10-01,923.44
1998-10-02,922.99
1998-10-05,908.27
1998-10-06,920.74
1998-10-07,928.9
1998-10-08,913.78
1998-10-09,929.03
1998-10-12,953.3
1998-10-13,952.01
1998-10-14,961.35
1998-10-15,988.52
1998-10-16,1004.85
1998-10-19,1007.33
1998-10-20,1016.09
1998-10-21,1016.59
1998-10-22,1020.43
1998-10-23,1016.83
1998-10-26,1016.51
1998-10-27,1017.43
1998-10-28,1012.67
1998-10-29,1026.28
1998-10-30,1037.21
1998-11-02,1057.61
1998-11-03,1054.22
1998-11-04,1068.26
1998-11-05,1071.41
1998-11-06,1071.78
1998-11-09,1055.46
1998-11-10,1049.08
1998-11-11,1052.33
1998-11-12,1042.56
1998-11-13,1050.57
1998-11-16,1068.99
1998-11-17,1067.53
1998-11-18,1071.11
1998-11-19,1082.39
1998-11-20,1095.06
1998-11-23,1112.38
1998-11-24,1111.02
1998-11-25,1109.53
1998-11-26,1117.13
1998-11-27,1119.4
1998-11-30,1097.62
1998-12-01,1091.4
1998-12-02,1090.03
1998-12-03,1083
1998-12-04,1096.26
1998-12-07,1101.22
1998-12-08,1101.58
1998-12-09,1107.71
1998-12-10,1098.13
1998-12-11,1092.19
1998-12-14,1078.4
1998-12-15,1088.31
1998-12-16,1091.89
1998-12-17,1105.33
1998-12-18,1110.86
1998-12-21,1125.27
1998-12-22,1123.19
1998-12-23,1142.69
1998-12-24,1138.87
1998-12-25,1139.77
1998-12-28,1142.95
1998-12-29,1155.48
1998-12-30,1148.2
1998-12-31,1149.95
1999-01-01,1149.95
1999-01-04,1161.52
1999-01-05,1173.34
1999-01-06,1195.45
1999-01-07,1191.63
1999-01-08,1190.77
1999-01-11,1180.41
1999-01-12,1160.45
1999-01-13,1144.76
1999-01-14,1136.86
1999-01-15,1154.06
1999-01-18,1163.95
1999-01-19,1166.88
1999-01-20,1173.63
1999-01-21,1160
1999-01-22,1142.25
1999-01-25,1147.78
1999-01-26,1159.55
1999-01-27,1154.44
1999-01-28,1164.8
1999-01-29,1173.84
1999-02-01,1175.22
1999-02-02,1170.28
1999-02-03,1168.9
1999-02-04,1155.37
1999-02-05,1147.14
1999-02-08,1144.98
1999-02-09,1123.73
1999-02-10,1124.51
1999-02-11,1144.02
1999-02-12,1137.65
1999-02-15,1137.7
1999-02-16,1141.1
1999-02-17,1130.62
1999-02-18,1136
1999-02-19,1134.8
1999-02-22,1154.13
1999-02-23,1157.91
1999-02-24,1151.82
1999-02-25,1146.95
1999-02-26,1141.33
1999-03-01,1132.39
1999-03-02,1126.57
1999-03-03,1123.45
1999-03-04,1131.53
1999-03-05,1159.85
1999-03-08,1163.3
1999-03-09,1166.19
1999-03-10,1175.7
1999-03-11,1183.27
1999-03-12,1187.06
1999-03-15,1194.8
1999-03-16,1197.56
1999-03-17,1195.04
1999-03-18,1199.03
1999-03-19,1198.6
1999-03-22,1193.97
1999-03-23,1169.62
1999-03-24,1166.57
1999-03-25,1183.61
1999-03-26,1174.08
1999-03-29,1192.06
1999-03-30,1188.22
1999-03-31,1187.55
1999-04-01,1195.05
1999-04-02,1193.58
1999-04-05,1204.22
1999-04-06,1211.39
1999-04-07,1219.7
1999-04-08,1233.93
1999-04-09,1235.37
1999-04-12,1240.06
1999-04-13,1240.47
1999-04-14,1232.56
1999-04-15,1223.2
1999-04-16,1221.6
1999-04-19,1209.93
1999-04-20,1208.76
1999-04-21,1221.82
1999-04-22,1236.3
1999-04-23,1238.96
1999-04-26,1243.68
1999-04-27,1252.1
1999-04-28,1244.93
1999-04-29,1237.11
1999-04-30,1233.06
1999-05-03,1242.97
1999-05-04,1232.99
1999-05-05,1236.96
1999-05-06,1236.76
1999-05-07,1237.43
1999-05-10,1236.9
1999-05-11,1239.79
1999-05-12,1240.02
1999-05-13,1241.95
1999-05-14,1220.96
1999-05-17,1210.73
1999-05-18,1212.2
1999-05-19,1217.53
1999-05-20,1218.26
1999-05-21,1212
1999-05-24,1200.1
1999-05-25,1185.38
1999-05-26,1191.73
1999-05-27,1175.7
1999-05-28,1186.47
1999-05-31,1186.7
1999-06-01,1186.63
1999-06-02,1188.6
1999-06-03,1192.06
1999-06-04,1207.79
1999-06-07,1215.79
1999-06-08,1214.13
1999-06-09,1217.77
1999-06-10,1210.15
1999-06-11,1212.4
1999-06-14,1205.17
1999-06-15,1209.11
1999-06-16,1224.08
1999-06-17,1232.85
1999-06-18,1236
1999-06-21,1241.39
1999-06-22,1234.34
1999-06-23,1226.01
1999-06-24,1214.9
1999-06-25,1217.92
1999-06-28,1224.86
1999-06-29,1234.29
1999-06-30,1240.75
1999-07-01,1255.69
1999-07-02,1264.82
1999-07-05,1273.37
1999-07-06,1269.73
1999-07-07,1267.55
1999-07-08,1263.49
1999-07-09,1267.78
1999-07-12,1266.61
1999-07-13,1260.53
1999-07-14,1267.29
1999-07-15,1280.4
1999-07-16,1281.04
1999-07-19,1276.75
1999-07-20,1261.65
1999-07-21,1259.44
1999-07-22,1244.95
1999-07-23,1235.57
1999-07-26,1232.35
1999-07-27,1240.96
1999-07-28,1245.88
1999-07-29,1232.56
1999-07-30,1235.7
1999-08-02,1232.7
1999-08-03,1229.54
1999-08-04,1221.81
1999-08-05,1215.72
1999-08-06,1206.85
1999-08-09,1203.81
1999-08-10,1191.55
1999-08-11,1199.96
1999-08-12,1207.63
1999-08-13,1225.2
1999-08-16,1233.12
1999-08-17,1238.22
1999-08-18,1236.42
1999-08-19,1231.58
1999-08-20,1246.37
1999-08-23,1263.89
1999-08-24,1262.79
1999-08-25,1271.83
1999-08-26,1259.31
1999-08-27,1253.2
1999-08-30,1243.74
1999-08-31,1232.16
1999-09-01,1245.55
1999-09-02,1238.01
1999-09-03,1260.55
1999-09-06,1265.64
1999-09-07,1258.79
1999-09-08,1255.02
1999-09-09,1264.33
1999-09-10,1264
1999-09-13,1259.83
1999-09-14,1254.82
1999-09-15,1244.12
1999-09-16,1237.62
1999-09-17,1243.91
1999-09-20,1247.96
1999-09-21,1237.17
1999-09-22,1231.33
1999-09-23,1217.66
1999-09-24,1207.6
1999-09-27,1211.34
1999-09-28,1213.25
1999-09-29,1205.69
1999-09-30,1218.9
1999-10-01,1220.45
1999-10-04,1233.85
1999-10-05,1233.4
1999-10-06,1246.98
1999-10-07,1249.57
1999-10-08,1255.99
1999-10-11,1257.98
1999-10-12,1246.41
1999-10-13,1225.69
1999-10-14,1226.16
1999-10-15,1203.51
1999-10-18,1197.4
1999-10-19,1208.33
1999-10-20,1224.05
1999-10-21,1221.39
1999-10-22,1234.74
1999-10-25,1231.31
1999-10-26,1228.61
1999-10-27,1230.6
1999-10-28,1257.36
1999-10-29,1280.94
1999-11-01,1276.33
1999-11-02,1273.58
1999-11-03,1276.99
1999-11-04,1286.29
1999-11-05,1286.96
1999-11-08,1288.73
1999-11-09,1286.64
1999-11-10,1296.32
1999-11-11,1303.93
1999-11-12,1308.16
1999-11-15,1310.42
1999-11-16,1322.9
1999-11-17,1323.27
1999-11-18,1333.91
1999-11-19,1332.78
1999-11-22,1333.18
1999-11-23,1329.19
1999-11-24,1330.22
1999-11-25,1336.96
1999-11-26,1341.77
1999-11-29,1336
1999-11-30,1315.68
1999-12-01,1324.35
1999-12-02,1330.2
1999-12-03,1350.78
1999-12-06,1355.2
1999-12-07,1353.63
1999-12-08,1348.39
1999-12-09,1352.66
1999-12-10,1356.69
1999-12-13,1354.65
1999-12-14,1345.89
1999-12-15,1347.09
1999-12-16,1358.41
1999-12-17,1362.31
1999-12-20,1365.97
1999-12-21,1370.74
1999-12-22,1381
1999-12-23,1401.23
1999-12-24,1405.08
1999-12-27,1402.09
1999-12-28,1406.64
1999-12-29,1412.61
1999-12-30,1419.18
1999-12-31,1420.89
2000-01-03,1422.18
2000-01-04,1378.31
2000-01-05,1359.54
2000-01-06,1344.06
2000-01-07,1375.88
2000-01-10,1391.11
2000-01-11,1386.34
2000-01-12,1377.98
2000-01-13,1390.3
2000-01-14,1402.14
2000-01-17,1408.31
2000-01-18,1391.6
2000-01-19,1386.18
2000-01-20,1380.78
2000-01-21,1376.52
2000-01-24,1357.16
2000-01-25,1352.8
2000-01-26,1355.46
2000-01-27,1357.12
2000-01-28,1334.47
2000-01-31,1338.25
2000-02-01,1348.85
2000-02-02,1356.33
2000-02-03,1378.74
2000-02-04,1380.88
2000-02-07,1374.92
2000-02-08,1391.96
2000-02-09,1381.36
2000-02-10,1379.69
2000-02-11,1365
2000-02-14,1359.94
2000-02-15,1353.77
2000-02-16,1350.4
2000-02-17,1356.94
2000-02-18,1333.48
2000-02-21,1323.54
2000-02-22,1330.4
2000-02-23,1342
2000-02-24,1337.98
2000-02-25,1332.04
2000-02-28,1330.35
2000-02-29,1340.58
2000-03-01,1359.03
2000-03-02,1370.66
2000-03-03,1383.94
2000-03-06,1375.61
2000-03-07,1356.14
2000-03-08,1354.19
2000-03-09,1375.57
2000-03-10,1373.68
2000-03-13,1353.89
2000-03-14,1342.83
2000-03-15,1348.61
2000-03-16,1392.79
2000-03-17,1399.44
2000-03-20,1402.37
2000-03-21,1421.68
2000-03-22,1421.47
2000-03-23,1436.53
2000-03-24,1447.93
2000-03-27,1448.76
2000-03-28,1445.78
2000-03-29,1443.74
2000-03-30,1419.58
2000-03-31,1431.94
2000-04-03,1426.94
2000-04-04,1420.99
2000-04-05,1411.03
2000-04-06,1421.05
2000-04-07,1432.62
2000-04-10,1429.58
2000-04-11,1417.99
2000-04-12,1402.15
2000-04-13,1384.06
2000-04-14,1329.98
2000-04-17,1333.9
2000-04-18,1360.99
2000-04-19,1357.04
2000-04-20,1362.99
2000-04-21,1362.52
2000-04-24,1363.39
2000-04-25,1384.11
2000-04-26,1379.56
2000-04-27,1369.97
2000-04-28,1370.11
2000-05-01,1379.51
2000-05-02,1378.14
2000-05-03,1348.08
2000-05-04,1345.56
2000-05-05,1357.15
2000-05-08,1348.43
2000-05-09,1335.83
2000-05-10,1317.04
2000-05-11,1327.87
2000-05-12,1344.75
2000-05-15,1352.21
2000-05-16,1369.78
2000-05-17,1345.57
2000-05-18,1340.34
2000-05-19,1314.59
2000-05-22,1302.55
2000-05-23,1295.39
2000-05-24,1300.42
2000-05-25,1301.02
2000-05-26,1302.29
2000-05-29,1307.96
2000-05-30,1337.95
2000-05-31,1334.14
2000-06-01,1356.12
2000-06-02,1390.18
2000-06-05,1388.46
2000-06-06,1390.11
2000-06-07,1391.89
2000-06-08,1385.37
2000-06-09,1379.61
2000-06-12,1376.86
2000-06-13,1387.1
2000-06-14,1390.05
2000-06-15,1385.13
2000-06-16,1380.48
2000-06-19,1392.61
2000-06-20,1394.38
2000-06-21,1390.58
2000-06-22,1374.65
2000-06-23,1365.73
2000-06-26,1368.01
2000-06-27,1369.55
2000-06-28,1376.13
2000-06-29,1366.25
2000-06-30,1377.72
2000-07-03,1388.85
2000-07-04,1388.26
2000-07-05,1376.18
2000-07-06,1378.76
2000-07-07,1394.35
2000-07-10,1395.88
2000-07-11,1396.12
2000-07-12,1400.19
2000-07-13,1395.93
2000-07-14,1404.51
2000-07-17,1405.83
2000-07-18,1389.23
2000-07-19,1381.31
2000-07-20,1391.49
2000-07-21,1377.75
2000-07-24,1369.57
2000-07-25,1374.14
2000-07-26,1364.08
2000-07-27,1353.73
2000-07-28,1329.38
2000-07-31,1337.65
2000-08-01,1343.45
2000-08-02,1341.13
2000-08-03,1336.49
2000-08-04,1345.52
2000-08-07,1357.17
2000-08-08,1356.3
2000-08-09,1356.35
2000-08-10,1353.64
2000-08-11,1357.52
2000-08-14,1369.14
2000-08-15,1370.86
2000-08-16,1371.31
2000-08-17,1374.48
2000-08-18,1370.69
2000-08-21,1370.97
2000-08-22,1371.26
2000-08-23,1374.6
2000-08-24,1378.79
2000-08-25,1383.45
2000-08-28,1388.21
2000-08-29,1383.41
2000-08-30,1374.85
2000-08-31,1379.87
2000-09-01,1395.15
2000-09-04,1398.42
2000-09-05,1380.38
2000-09-06,1364.4
2000-09-07,1365.52
2000-09-08,1353.77
2000-09-11,1345.15
2000-09-12,1336.41
2000-09-13,1335.75
2000-09-14,1336.42
2000-09-15,1326.19
2000-09-18,1307.98
2000-09-19,1316.4
2000-09-20,1308.38
2000-09-21,1303.03
2000-09-22,1309.53
2000-09-25,1308.01
2000-09-26,1299.7
2000-09-27,1297.53
2000-09-28,1312.46
2000-09-29,1305.24
2000-10-02,1307.24
2000-10-03,1302.84
2000-10-04,1304.13
2000-10-05,1305.72
2000-10-06,1289.48
2000-10-09,1276.51
2000-10-10,1269.42
2000-10-11,1247.31
2000-10-12,1226.48
2000-10-13,1247.98
2000-10-16,1245.87
2000-10-17,1228.02
2000-10-18,1216.99
2000-10-19,1244.27
2000-10-20,1252.56
2000-10-23,1255.08
2000-10-24,1264.39
2000-10-25,1240.83
2000-10-26,1238.11
2000-10-27,1253.72
2000-10-30,1261.5
2000-10-31,1282.14
2000-11-01,1288.21
2000-11-02,1293.27
2000-11-03,1295.78
2000-11-06,1300.05
2000-11-07,1299.05
2000-11-08,1284.65
2000-11-09,1274.76
2000-11-10,1252.45
2000-11-13,1235.31
2000-11-14,1258.67
2000-11-15,1264.26
2000-11-16,1248.52
2000-11-17,1243.87
2000-11-20,1221.84
2000-11-21,1222.02
2000-11-22,1198.67
2000-11-23,1200.92
2000-11-24,1214.76
2000-11-27,1227.6
2000-11-28,1217.8
2000-11-29,1218.67
2000-11-30,1203.05
2000-12-01,1210.53
2000-12-04,1216.2
2000-12-05,1248.26
2000-12-06,1236.41
2000-12-07,1230.66
2000-12-08,1245.38
2000-12-11,1259.1
2000-12-12,1253.39
2000-12-13,1245.03
2000-12-14,1233.08
2000-12-15,1211.47
2000-12-18,1216.82
2000-12-19,1207.5
2000-12-20,1178.16
2000-12-21,1179.3
2000-12-22,1197.95
2000-12-25,1201.88
2000-12-26,1206.91
2000-12-27,1219.15
2000-12-28,1222.04
2000-12-29,1221.25
2001-01-01,1221.25
2001-01-02,1201.87
2001-01-03,1227.49
2001-01-04,1227.17
2001-01-05,1211.43
2001-01-08,1206.86
2001-01-09,1200.3
2001-01-10,1202.42
2001-01-11,1213.19
2001-01-12,1211.98
2001-01-15,1210.64
2001-01-16,1212.34
2001-01-17,1219.39
2001-01-18,1233.7
2001-01-19,1229.6
2001-01-22,1229.82
2001-01-23,1238.2
2001-01-24,1236.39
2001-01-25,1233.86
2001-01-26,1231.86
2001-01-29,1236.39
2001-01-30,1243.55
2001-01-31,1244.22
2001-02-01,1249.18
2001-02-02,1229.95
2001-02-05,1232.54
2001-02-06,1230.11
2001-02-07,1219.2
2001-02-08,1207.95
2001-02-09,1194.63
2001-02-12,1207.96
2001-02-13,1198.79
2001-02-14,1191.44
2001-02-15,1196.28
2001-02-16,1180.34
2001-02-19,1179.56
2001-02-20,1162.4
2001-02-21,1146.8
2001-02-22,1142.87
2001-02-23,1134.8
2001-02-26,1150.12
2001-02-27,1149.08
2001-02-28,1137.88
2001-03-01,1137.19
2001-03-02,1130.22
2001-03-05,1135.52
2001-03-06,1149.1
2001-03-07,1152.02
2001-03-08,1152.92
2001-03-09,1133.75
2001-03-12,1093.1
2001-03-13,1090.84
2001-03-14,1066.23
2001-03-15,1075.17
2001-03-16,1050.53
2001-03-19,1059.48
2001-03-20,1052.21
2001-03-21,1039.6
2001-03-22,1014.63
2001-03-23,1039.65
2001-03-26,1063.74
2001-03-27,1086.02
2001-03-28,1065.4
2001-03-29,1055.2
2001-03-30,1061.26
2001-04-02,1050.52
2001-04-03,1024.6
2001-04-04,1031.47
2001-04-05,1062.65
2001-04-06,1053.08
2001-04-09,1057.97
2001-04-10,1075.24
2001-04-11,1075.41
2001-04-12,1088.62
2001-04-13,1088.11
2001-04-16,1082.29
2001-04-17,1085.9
2001-04-18,1118.76
2001-04-19,1135.06
2001-04-20,1130.58
2001-04-23,1117.04
2001-04-24,1108.9
2001-04-25,1120.2
2001-04-26,1128.38
2001-04-27,1137.86
2001-04-30,1138.09
2001-05-01,1153.09
2001-05-02,1153.8
2001-05-03,1139.21
2001-05-04,1150.75
2001-05-07,1151.14
