Date,MXKR000V Index,,,,,,
2009-03-12,260.29,,,,,,
2009-03-13,259.65,,,,,,
2009-03-16,261.54,,,,,,
2009-03-17,272.74,,,,,,
2009-03-18,272.76,,,,,,
2009-03-19,268.88,,,,,,
2009-03-20,271.01,,,,,,
2009-03-23,279.38,,,,,,
2009-03-24,279.38,,,,,,
2009-03-25,287.39,,,,,,
2009-03-26,290.6,,,,,,
2009-03-27,286.84,,,,,,
2009-03-30,275.97,,,,,,
2009-03-31,277.04,,,,,,
2009-04-01,285.13,,,,,,
2009-04-02,296.78,,,,,,
2009-04-03,299.89,,,,,,
2009-04-06,302.81,,,,,,
2009-04-07,302.16,,,,,,
2009-04-08,292.18,,,,,,
2009-04-09,306.67,,,,,,
2009-04-10,309.71,,,,,,
2009-04-13,310.44,,,,,,
2009-04-14,312,,,,,,
2009-04-15,309.31,,,,,,
2009-04-16,310.81,,,,,,
2009-04-17,310.01,,,,,,
2009-04-20,312.79,,,,,,
2009-04-21,310.95,,,,,,
2009-04-22,314.19,,,,,,
2009-04-23,314.51,,,,,,
2009-04-24,313.38,,,,,,
2009-04-27,308.81,,,,,,
2009-04-28,299.66,,,,,,
2009-04-29,308.9,,,,,,
2009-04-30,318.62,,,,,,
2009-05-01,318.62,,,,,,
2009-05-04,330.41,,,,,,
2009-05-05,330.41,,,,,,
2009-05-06,329.88,,,,,,
2009-05-07,334.41,,,,,,
2009-05-08,336.32,,,,,,
2009-05-11,337.12,,,,,,
2009-05-12,332.33,,,,,,
2009-05-13,335.03,,,,,,
2009-05-14,324.7,,,,,,
2009-05-15,330.05,,,,,,
2009-05-18,329.27,,,,,,
2009-05-19,340.36,,,,,,
2009-05-20,342.52,,,,,,
2009-05-21,340.42,,,,,,
2009-05-22,333.71,,,,,,
2009-05-25,332.65,,,,,,
2009-05-26,324.44,,,,,,
2009-05-27,324.03,,,,,,
2009-05-28,331.44,,,,,,
2009-05-29,330.72,,,,,,
2009-06-01,336.35,,,,,,
2009-06-02,335.24,,,,,,
2009-06-03,334.33,,,,,,
2009-06-04,323.85,,,,,,
2009-06-05,326.63,,,,,,
2009-06-08,325.83,,,,,,
2009-06-09,322.66,,,,,,
2009-06-10,334.27,,,,,,
2009-06-11,335.89,,,,,,
2009-06-12,339.74,,,,,,
2009-06-15,335.87,,,,,,
2009-06-16,333.34,,,,,,
2009-06-17,329.82,,,,,,
2009-06-18,326.37,,,,,,
2009-06-19,330.24,,,,,,
2009-06-22,335.31,,,,,,
2009-06-23,325.89,,,,,,
2009-06-24,326.47,,,,,,
2009-06-25,333.32,,,,,,
2009-06-26,334.09,,,,,,
2009-06-29,333.63,,,,,,
2009-06-30,334.48,,,,,,
2009-07-01,341.8,,,,,,
2009-07-02,341.34,,,,,,
2009-07-03,342.78,,,,,,
2009-07-06,342.67,,,,,,
2009-07-07,341,,,,,,
2009-07-08,339.7,,,,,,
2009-07-09,342.74,,,,,,
2009-07-10,344.97,,,,,,
2009-07-13,334.19,,,,,,
2009-07-14,337.11,,,,,,
2009-07-15,345.76,,,,,,
2009-07-16,348.76,,,,,,
2009-07-17,349.92,,,,,,
2009-07-20,359.18,,,,,,
2009-07-21,363.45,,,,,,
2009-07-22,366.14,,,,,,
2009-07-23,368.57,,,,,,
2009-07-24,368.9,,,,,,
2009-07-27,373.87,,,,,,
2009-07-28,375.05,,,,,,
2009-07-29,376.14,,,,,,
2009-07-30,379.33,,,,,,
2009-07-31,385.82,,,,,,
2009-08-03,387.73,,,,,,
2009-08-04,386.63,,,,,,
2009-08-05,384.47,,,,,,
2009-08-06,388.86,,,,,,
2009-08-07,391.32,,,,,,
2009-08-10,390.35,,,,,,
2009-08-11,389.15,,,,,,
2009-08-12,382.34,,,,,,
2009-08-13,380.75,,,,,,
2009-08-14,387.54,,,,,,
2009-08-17,375.16,,,,,,
2009-08-18,375.3,,,,,,
2009-08-19,375.03,,,,,,
2009-08-20,385.59,,,,,,
2009-08-21,386.72,,,,,,
2009-08-24,394.68,,,,,,
2009-08-25,391.66,,,,,,
2009-08-26,393.34,,,,,,
2009-08-27,389.78,,,,,,
2009-08-28,392.09,,,,,,
2009-08-31,386.42,,,,,,
2009-09-01,394.21,,,,,,
2009-09-02,393.22,,,,,,
2009-09-03,395.86,,,,,,
2009-09-04,394.85,,,,,,
2009-09-07,392.46,,,,,,
2009-09-08,394.57,,,,,,
2009-09-09,391.8,,,,,,
2009-09-10,401.29,,,,,,
2009-09-11,405.57,,,,,,
2009-09-14,405.57,,,,,,
2009-09-15,412.7,,,,,,
2009-09-16,422.14,,,,,,
2009-09-17,423.18,,,,,,
2009-09-18,421.78,,,,,,
2009-09-21,420.71,,,,,,
2009-09-22,424.9,,,,,,
2009-09-23,424.96,,,,,,
2009-09-24,421.37,,,,,,
2009-09-25,418.65,,,,,,
2009-09-28,412.11,,,,,,
2009-09-29,416.24,,,,,,
2009-09-30,414.65,,,,,,
2009-10-01,409.65,,,,,,
2009-10-02,409.65,,,,,,
2009-10-05,401.32,,,,,,
2009-10-06,398.03,,,,,,
2009-10-07,400.92,,,,,,
2009-10-08,404.93,,,,,,
2009-10-09,412.66,,,,,,
2009-10-12,410.02,,,,,,
2009-10-13,406.81,,,,,,
2009-10-14,412.87,,,,,,
2009-10-15,417.24,,,,,,
2009-10-16,415.03,,,,,,
2009-10-19,416.72,,,,,,
2009-10-20,418.25,,,,,,
2009-10-21,418.54,,,,,,
2009-10-22,412.14,,,,,,
2009-10-23,414.7,,,,,,
2009-10-26,420.98,,,,,,
2009-10-27,420.01,,,,,,
2009-10-28,411.39,,,,,,
2009-10-29,403.25,,,,,,
2009-10-30,400,,,,,,
2009-11-02,393.55,,,,,,
2009-11-03,390.25,,,,,,
2009-11-04,398.42,,,,,,
2009-11-05,393.37,,,,,,
2009-11-06,399.72,,,,,,
2009-11-09,400.55,,,,,,
2009-11-10,402.95,,,,,,
2009-11-11,405.58,,,,,,
2009-11-12,398.21,,,,,,
2009-11-13,401.22,,,,,,
2009-11-16,405.03,,,,,,
2009-11-17,404.5,,,,,,
2009-11-18,408.95,,,,,,
2009-11-19,413.19,,,,,,
2009-11-20,412.28,,,,,,
2009-11-23,411.95,,,,,,
2009-11-24,409.79,,,,,,
2009-11-25,410.92,,,,,,
2009-11-26,406.29,,,,,,
2009-11-27,385.91,,,,,,
2009-11-30,395.45,,,,,,
2009-12-01,399.36,,,,,,
2009-12-02,404.93,,,,,,
2009-12-03,411.3,,,,,,
2009-12-04,414.32,,,,,,
2009-12-07,415.38,,,,,,
2009-12-08,413.71,,,,,,
2009-12-09,415.99,,,,,,
2009-12-10,421.35,,,,,,
2009-12-11,422.18,,,,,,
2009-12-14,424.2,,,,,,
2009-12-15,425.73,,,,,,
2009-12-16,425.62,,,,,,
2009-12-17,422.01,,,,,,
2009-12-18,420.79,,,,,,
2009-12-21,420.74,,,,,,
2009-12-22,423.73,,,,,,
2009-12-23,425.94,,,,,,
2009-12-24,431.58,,,,,,
2009-12-25,431.58,,,,,,
2009-12-28,433.18,,,,,,
2009-12-29,428.81,,,,,,
2009-12-30,431.05,,,,,,
2009-12-31,431.05,,,,,,
2010-01-01,431.05,,,,,,
2010-01-04,435.3,,,,,,
2010-01-05,431.97,,,,,,
2010-01-06,435.1,,,,,,
2010-01-07,428.45,,,,,,
2010-01-08,431.4,,,,,,
2010-01-11,431.18,,,,,,
2010-01-12,431.7,,,,,,
2010-01-13,424.59,,,,,,
2010-01-14,427.9,,,,,,
2010-01-15,432.08,,,,,,
2010-01-18,435.16,,,,,,
2010-01-19,436.6,,,,,,
2010-01-20,438.22,,,,,,
2010-01-21,440.64,,,,,,
2010-01-22,430.29,,,,,,
2010-01-25,425.45,,,,,,
2010-01-26,417.76,,,,,,
2010-01-27,415.86,,,,,,
2010-01-28,422.42,,,,,,
2010-01-29,414.23,,,,,,
2010-02-01,417.37,,,,,,
2010-02-02,414.11,,,,,,
2010-02-03,419.14,,,,,,
2010-02-04,420.21,,,,,,
2010-02-05,407.48,,,,,,
2010-02-08,404.87,,,,,,
2010-02-09,408.56,,,,,,
2010-02-10,409.13,,,,,,
2010-02-11,416.71,,,,,,
2010-02-12,415.57,,,,,,
2010-02-15,415.57,,,,,,
2010-02-16,416.82,,,,,,
2010-02-17,422.53,,,,,,
2010-02-18,421.03,,,,,,
2010-02-19,413.51,,,,,,
2010-02-22,422.47,,,,,,
2010-02-23,422.28,,,,,,
2010-02-24,416.19,,,,,,
2010-02-25,409.81,,,,,,
2010-02-26,410.94,,,,,,
2010-03-01,410.94,,,,,,
2010-03-02,414.5,,,,,,
2010-03-03,416.46,,,,,,
2010-03-04,416.34,,,,,,
2010-03-05,418.93,,,,,,
2010-03-08,425.62,,,,,,
2010-03-09,425.43,,,,,,
2010-03-10,426.6,,,,,,
2010-03-11,425.02,,,,,,
2010-03-12,425.35,,,,,,
2010-03-15,422.5,,,,,,
2010-03-16,422.52,,,,,,
2010-03-17,430.88,,,,,,
2010-03-18,427.98,,,,,,
2010-03-19,430.87,,,,,,
2010-03-22,426.48,,,,,,
2010-03-23,429.36,,,,,,
2010-03-24,429.46,,,,,,
2010-03-25,432.12,,,,,,
2010-03-26,434.94,,,,,,
2010-03-29,434.47,,,,,,
2010-03-30,437.41,,,,,,
2010-03-31,433.86,,,,,,
2010-04-01,441.85,,,,,,
2010-04-02,445.32,,,,,,
2010-04-05,447.3,,,,,,
2010-04-06,446.68,,,,,,
2010-04-07,447.27,,,,,,
2010-04-08,448.49,,,,,,
2010-04-09,445.15,,,,,,
2010-04-12,440.48,,,,,,
2010-04-13,441.61,,,,,,
2010-04-14,447.81,,,,,,
2010-04-15,448.52,,,,,,
2010-04-16,446.05,,,,,,
2010-04-19,439.15,,,,,,
2010-04-20,443,,,,,,
2010-04-21,450.88,,,,,,
2010-04-22,448.48,,,,,,
2010-04-23,449.89,,,,,,
2010-04-26,454.42,,,,,,
2010-04-27,452.98,,,,,,
2010-04-28,449.85,,,,,,
2010-04-29,449.9,,,,,,
2010-04-30,451.29,,,,,,
2010-05-03,446.07,,,,,,
2010-05-04,444.91,,,,,,
2010-05-05,444.91,,,,,,
2010-05-06,436.34,,,,,,
2010-05-07,426.84,,,,,,
2010-05-10,434.15,,,,,,
2010-05-11,430.58,,,,,,
2010-05-12,429.06,,,,,,
2010-05-13,437.47,,,,,,
2010-05-14,438.67,,,,,,
2010-05-17,427.84,,,,,,
2010-05-18,423.92,,,,,,
2010-05-19,422.42,,,,,,
2010-05-20,415.48,,,,,,
2010-05-21,415.48,,,,,,
2010-05-24,418.55,,,,,,
2010-05-25,408.03,,,,,,
2010-05-26,410.99,,,,,,
2010-05-27,417.59,,,,,,
2010-05-28,422.43,,,,,,
2010-05-31,427.96,,,,,,
2010-06-01,424.28,,,,,,
2010-06-02,424.28,,,,,,
2010-06-03,432.62,,,,,,
2010-06-04,434.22,,,,,,
2010-06-07,426.5,,,,,,
2010-06-08,428.95,,,,,,
2010-06-09,426.47,,,,,,
2010-06-10,427.31,,,,,,
2010-06-11,433.67,,,,,,
2010-06-14,438.02,,,,,,
2010-06-15,438.47,,,,,,
2010-06-16,441.42,,,,,,
2010-06-17,442,,,,,,
2010-06-18,441.92,,,,,,
2010-06-21,448.28,,,,,,
2010-06-22,445.77,,,,,,
2010-06-23,443.55,,,,,,
2010-06-24,446.5,,,,,,
2010-06-25,443.88,,,,,,
2010-06-28,444.05,,,,,,
2010-06-29,437.75,,,,,,
2010-06-30,433.44,,,,,,
2010-07-01,427.31,,,,,,
2010-07-02,425.7,,,,,,
2010-07-05,425.82,,,,,,
2010-07-06,430.33,,,,,,
2010-07-07,426.66,,,,,,
2010-07-08,432.43,,,,,,
2010-07-09,440.04,,,,,,
2010-07-12,442.74,,,,,,
2010-07-13,442.63,,,,,,
2010-07-14,447.95,,,,,,
2010-07-15,446.42,,,,,,
2010-07-16,440.67,,,,,,
2010-07-19,438,,,,,,
2010-07-20,440.66,,,,,,
2010-07-21,443.6,,,,,,
2010-07-22,439.48,,,,,,
2010-07-23,448.24,,,,,,
2010-07-26,452.6,,,,,,
2010-07-27,453.18,,,,,,
2010-07-28,455.29,,,,,,
2010-07-29,453.82,,,,,,
2010-07-30,450.91,,,,,,
2010-08-02,456.32,,,,,,
2010-08-03,458.82,,,,,,
2010-08-04,458.48,,,,,,
2010-08-05,457.14,,,,,,
2010-08-06,457.38,,,,,,
2010-08-09,458.43,,,,,,
2010-08-10,454.6,,,,,,
2010-08-11,449.41,,,,,,
2010-08-12,439.72,,,,,,
2010-08-13,445.31,,,,,,
2010-08-16,444.37,,,,,,
2010-08-17,446.59,,,,,,
2010-08-18,447.77,,,,,,
2010-08-19,453.61,,,,,,
2010-08-20,451.88,,,,,,
2010-08-23,447.76,,,,,,
2010-08-24,446.55,,,,,,
2010-08-25,440.71,,,,,,
2010-08-26,439.99,,,,,,
2010-08-27,440.06,,,,,,
2010-08-30,448.08,,,,,,
2010-08-31,442.55,,,,,,
2010-09-01,447.68,,,,,,
2010-09-02,448.79,,,,,,
2010-09-03,450,,,,,,
2010-09-06,453.74,,,,,,
2010-09-07,453.67,,,,,,
2010-09-08,451.19,,,,,,
2010-09-09,452.4,,,,,,
2010-09-10,457.16,,,,,,
2010-09-13,461.86,,,,,,
2010-09-14,462.66,,,,,,
2010-09-15,464.85,,,,,,
2010-09-16,460.58,,,,,,
2010-09-17,465.02,,,,,,
2010-09-20,466.07,,,,,,
2010-09-21,466.07,,,,,,
2010-09-22,466.07,,,,,,
2010-09-23,466.07,,,,,,
2010-09-24,469.26,,,,,,
2010-09-27,471.82,,,,,,
2010-09-28,469.79,,,,,,
2010-09-29,472,,,,,,
2010-09-30,472.97,,,,,,
2010-10-01,476.95,,,,,,
2010-10-04,479.17,,,,,,
2010-10-05,480.3,,,,,,
2010-10-06,486.83,,,,,,
2010-10-07,485.01,,,,,,
2010-10-08,482.97,,,,,,
2010-10-11,480.58,,,,,,
2010-10-12,474.52,,,,,,
2010-10-13,476.97,,,,,,
2010-10-14,483.01,,,,,,
2010-10-15,484.06,,,,,,
2010-10-18,475.1,,,,,,
2010-10-19,470.86,,,,,,
2010-10-20,474.18,,,,,,
2010-10-21,474.03,,,,,,
2010-10-22,481.78,,,,,,
2010-10-25,485.34,,,,,,
2010-10-26,485.27,,,,,,
2010-10-27,481.63,,,,,,
2010-10-28,481.18,,,,,,
2010-10-29,475.12,,,,,,
2010-11-01,483.45,,,,,,
2010-11-02,484.06,,,,,,
2010-11-03,487.11,,,,,,
2010-11-04,490.69,,,,,,
2010-11-05,490.95,,,,,,
2010-11-08,492.15,,,,,,
2010-11-09,492.64,,,,,,
2010-11-10,499.14,,,,,,
2010-11-11,484.58,,,,,,
2010-11-12,485.4,,,,,,
2010-11-15,486.66,,,,,,
2010-11-16,485.95,,,,,,
2010-11-17,486.09,,,,,,
2010-11-18,492.96,,,,,,
2010-11-19,496.19,,,,,,
2010-11-22,496.16,,,,,,
2010-11-23,493.08,,,,,,
2010-11-24,494.22,,,,,,
2010-11-25,493.66,,,,,,
2010-11-26,487.99,,,,,,
2010-11-29,486.61,,,,,,
2010-11-30,485.62,,,,,,
2010-12-01,491.06,,,,,,
2010-12-02,497.97,,,,,,
2010-12-03,503.63,,,,,,
2010-12-06,505.25,,,,,,
2010-12-07,506.82,,,,,,
2010-12-08,504.16,,,,,,
2010-12-09,513.31,,,,,,
2010-12-10,511.57,,,,,,
2010-12-13,516.99,,,,,,
2010-12-14,518.5,,,,,,
2010-12-15,518.99,,,,,,
2010-12-16,515.43,,,,,,
2010-12-17,521.38,,,,,,
2010-12-20,522.82,,,,,,
2010-12-21,527.33,,,,,,
2010-12-22,528.66,,,,,,
2010-12-23,529.23,,,,,,
2010-12-24,525.74,,,,,,
2010-12-27,523.49,,,,,,
2010-12-28,525.6,,,,,,
2010-12-29,526.36,,,,,,
2010-12-30,526.97,,,,,,
2010-12-31,526.97,,,,,,
2011-01-03,534.38,,,,,,
2011-01-04,538.06,,,,,,
2011-01-05,538.08,,,,,,
2011-01-06,536.06,,,,,,
2011-01-07,535.31,,,,,,
2011-01-10,532.78,,,,,,
2011-01-11,533.76,,,,,,
2011-01-12,533.46,,,,,,
2011-01-13,532.77,,,,,,
2011-01-14,537.98,,,,,,
2011-01-17,535.89,,,,,,
2011-01-18,533.4,,,,,,
2011-01-19,539.3,,,,,,
2011-01-20,536.68,,,,,,
2011-01-21,525.69,,,,,,
2011-01-24,528.93,,,,,,
2011-01-25,530.9,,,,,,
2011-01-26,537.32,,,,,,
2011-01-27,535.88,,,,,,
2011-01-28,533.17,,,,,,
2011-01-31,520.99,,,,,,
2011-02-01,522.95,,,,,,
2011-02-02,522.95,,,,,,
2011-02-03,522.95,,,,,,
2011-02-04,522.95,,,,,,
2011-02-07,527.31,,,,,,
2011-02-08,524.67,,,,,,
2011-02-09,520.03,,,,,,
2011-02-10,509.89,,,,,,
2011-02-11,503.13,,,,,,
2011-02-14,515.03,,,,,,
2011-02-15,513.42,,,,,,
2011-02-16,509.04,,,,,,
2011-02-17,506.09,,,,,,
2011-02-18,511.39,,,,,,
2011-02-21,506.48,,,,,,
2011-02-22,499.95,,,,,,
2011-02-23,498.82,,,,,,
2011-02-24,496.96,,,,,,
2011-02-25,498.28,,,,,,
2011-02-28,494.14,,,,,,
2011-03-01,494.14,,,,,,
2011-03-02,492.44,,,,,,
2011-03-03,501.13,,,,,,
2011-03-04,510.04,,,,,,
2011-03-07,503.3,,,,,,
2011-03-08,506.61,,,,,,
2011-03-09,508.64,,,,,,
2011-03-10,500.82,,,,,,
2011-03-11,494.03,,,,,,
2011-03-14,502.64,,,,,,
2011-03-15,488.68,,,,,,
2011-03-16,497.79,,,,,,
2011-03-17,496.4,,,,,,
2011-03-18,500.95,,,,,,
2011-03-21,504.66,,,,,,
2011-03-22,505.89,,,,,,
2011-03-23,504.8,,,,,,
2011-03-24,510.14,,,,,,
2011-03-25,515.91,,,,,,
2011-03-28,517.39,,,,,,
2011-03-29,520.68,,,,,,
2011-03-30,525.77,,,,,,
2011-03-31,526.79,,,,,,
2011-04-01,530.03,,,,,,
2011-04-04,532.49,,,,,,
2011-04-05,534.88,,,,,,
2011-04-06,530.82,,,,,,
2011-04-07,527.81,,,,,,
2011-04-08,526.67,,,,,,
2011-04-11,524.36,,,,,,
2011-04-12,517.44,,,,,,
2011-04-13,525.54,,,,,,
2011-04-14,528.79,,,,,,
2011-04-15,527.43,,,,,,
2011-04-18,523.54,,,,,,
2011-04-19,523.26,,,,,,
2011-04-20,537.84,,,,,,
2011-04-21,539.28,,,,,,
2011-04-22,539.69,,,,,,
2011-04-25,541.5,,,,,,
2011-04-26,540.8,,,,,,
2011-04-27,542.96,,,,,,
2011-04-28,545.85,,,,,,
2011-04-29,544.91,,,,,,
2011-05-02,554.87,,,,,,
2011-05-03,549.23,,,,,,
2011-05-04,544.72,,,,,,
2011-05-05,544.72,,,,,,
2011-05-06,538.95,,,,,,
2011-05-09,536.85,,,,,,
2011-05-10,536.85,,,,,,
2011-05-11,544.36,,,,,,
2011-05-12,534.07,,,,,,
2011-05-13,530.27,,,,,,
2011-05-16,522.1,,,,,,
2011-05-17,522.97,,,,,,
2011-05-18,530.85,,,,,,
2011-05-19,520.57,,,,,,
2011-05-20,525.05,,,,,,
2011-05-23,513.22,,,,,,
2011-05-24,513.05,,,,,,
2011-05-25,508.51,,,,,,
2011-05-26,520.29,,,,,,
2011-05-27,521.5,,,,,,
2011-05-30,517.25,,,,,,
2011-05-31,525.75,,,,,,
2011-06-01,524.8,,,,,,
2011-06-02,516.33,,,,,,
2011-06-03,520.07,,,,,,
2011-06-06,520.07,,,,,,
2011-06-07,520.33,,,,,,
2011-06-08,517.16,,,,,,
2011-06-09,511.31,,,,,,
2011-06-10,504.1,,,,,,
2011-06-13,505.16,,,,,,
2011-06-14,510.69,,,,,,
2011-06-15,511.6,,,,,,
2011-06-16,500.69,,,,,,
2011-06-17,493.03,,,,,,
2011-06-20,492.27,,,,,,
2011-06-21,503.17,,,,,,
2011-06-22,505.75,,,,,,
2011-06-23,503.71,,,,,,
2011-06-24,516.3,,,,,,
2011-06-27,511.53,,,,,,
2011-06-28,508.93,,,,,,
2011-06-29,513.97,,,,,,
2011-06-30,513.44,,,,,,
2011-07-01,520.75,,,,,,
2011-07-04,528.39,,,,,,
2011-07-05,533.85,,,,,,
2011-07-06,534.91,,,,,,
2011-07-07,533.39,,,,,,
2011-07-08,533.66,,,,,,
2011-07-11,527.24,,,,,,
2011-07-12,515.89,,,,,,
2011-07-13,518,,,,,,
2011-07-14,515.64,,,,,,
2011-07-15,518.42,,,,,,
2011-07-18,511.72,,,,,,
2011-07-19,512.43,,,,,,
2011-07-20,522.96,,,,,,
2011-07-21,523.13,,,,,,
2011-07-22,528.19,,,,,,
2011-07-25,524.84,,,,,,
2011-07-26,529.33,,,,,,
2011-07-27,528.8,,,,,,
2011-07-28,522.87,,,,,,
2011-07-29,519.09,,,,,,
2011-08-01,528.05,,,,,,
2011-08-02,516.09,,,,,,
2011-08-03,502.59,,,,,,
2011-08-04,496.49,,,,,,
2011-08-05,480.23,,,,,,
2011-08-08,462.11,,,,,,
2011-08-09,440.35,,,,,,
2011-08-10,439.73,,,,,,
2011-08-11,438.71,,,,,,
2011-08-12,434.11,,,,,,
2011-08-15,434.11,,,,,,
2011-08-16,457.72,,,,,,
2011-08-17,457.58,,,,,,
2011-08-18,445.42,,,,,,
2011-08-19,422.63,,,,,,
2011-08-22,421.33,,,,,,
2011-08-23,434.41,,,,,,
2011-08-24,426.86,,,,,,
2011-08-25,431.99,,,,,,
2011-08-26,435.23,,,,,,
2011-08-29,444.59,,,,,,
2011-08-30,449.63,,,,,,
2011-08-31,457.05,,,,,,
2011-09-01,459.38,,,,,,
2011-09-02,456.15,,,,,,
2011-09-05,436.54,,,,,,
2011-09-06,433.34,,,,,,
2011-09-07,452.02,,,,,,
2011-09-08,457.94,,,,,,
2011-09-09,448.71,,,,,,
2011-09-12,448.71,,,,,,
2011-09-13,448.71,,,,,,
2011-09-14,433.26,,,,,,
2011-09-15,439.19,,,,,,
2011-09-16,455.12,,,,,,
2011-09-19,452.31,,,,,,
2011-09-20,454.83,,,,,,
2011-09-21,457.08,,,,,,
2011-09-22,443.39,,,,,,
2011-09-23,417.34,,,,,,
2011-09-26,415.16,,,,,,
2011-09-27,435.31,,,,,,
2011-09-28,436.39,,,,,,
2011-09-29,449.59,,,,,,
2011-09-30,448.75,,,,,,
2011-10-03,448.75,,,,,,
2011-10-04,435.63,,,,,,
2011-10-05,431,,,,,,
2011-10-06,443.44,,,,,,
2011-10-07,453.57,,,,,,
2011-10-10,452.64,,,,,,
2011-10-11,458.73,,,,,,
2011-10-12,460.96,,,,,,
2011-10-13,465.5,,,,,,
2011-10-14,466.96,,,,,,
2011-10-17,471.11,,,,,,
2011-10-18,463.29,,,,,,
2011-10-19,467.2,,,,,,
2011-10-20,459.5,,,,,,
2011-10-21,465.18,,,,,,
2011-10-24,479.44,,,,,,
2011-10-25,480.61,,,,,,
2011-10-26,479.06,,,,,,
2011-10-27,484.25,,,,,,
2011-10-28,490.37,,,,,,
2011-10-31,488.34,,,,,,
2011-11-01,489.59,,,,,,
2011-11-02,484.6,,,,,,
2011-11-03,478.03,,,,,,
2011-11-04,491.53,,,,,,
2011-11-07,489.05,,,,,,
2011-11-08,482.62,,,,,,
2011-11-09,484.82,,,,,,
2011-11-10,459.57,,,,,,
2011-11-11,473.13,,,,,,
2011-11-14,482.41,,,,,,
2011-11-15,478.58,,,,,,
2011-11-16,472.43,,,,,,
2011-11-17,475.81,,,,,,
2011-11-18,465.55,,,,,,
2011-11-21,461.17,,,,,,
2011-11-22,463.42,,,,,,
2011-11-23,450.28,,,,,,
2011-11-24,454.09,,,,,,
2011-11-25,452.3,,,,,,
2011-11-28,463.29,,,,,,
2011-11-29,474.05,,,,,,
2011-11-30,472.07,,,,,,
2011-12-01,493.41,,,,,,
2011-12-02,494.62,,,,,,
2011-12-05,494.92,,,,,,
2011-12-06,488.22,,,,,,
2011-12-07,492.57,,,,,,
2011-12-08,489.75,,,,,,
2011-12-09,477.41,,,,,,
2011-12-12,483.27,,,,,,
2011-12-13,474.7,,,,,,
2011-12-14,473.61,,,,,,
2011-12-15,463.8,,,,,,
2011-12-16,467.66,,,,,,
2011-12-19,451.57,,,,,,
2011-12-20,454.07,,,,,,
2011-12-21,469.4,,,,,,
2011-12-22,469.8,,,,,,
2011-12-23,475.79,,,,,,
2011-12-26,471.9,,,,,,
2011-12-27,467.77,,,,,,
2011-12-28,462.43,,,,,,
2011-12-29,463.3,,,,,,
2011-12-30,463.3,,,,,,
2012-01-02,462.38,,,,,,
2012-01-03,476.9,,,,,,
2012-01-04,474.06,,,,,,
2012-01-05,474.93,,,,,,
2012-01-06,469.64,,,,,,
2012-01-09,464.38,,,,,,
2012-01-10,472.09,,,,,,
2012-01-11,469.98,,,,,,
2012-01-12,475.88,,,,,,
2012-01-13,480.15,,,,,,
2012-01-16,476.46,,,,,,
2012-01-17,489.44,,,,,,
2012-01-18,492.67,,,,,,
2012-01-19,499.12,,,,,,
2012-01-20,510.48,,,,,,
2012-01-23,510.48,,,,,,
2012-01-24,510.48,,,,,,
2012-01-25,510.11,,,,,,
2012-01-26,510.91,,,,,,
2012-01-27,516.71,,,,,,
2012-01-30,512.06,,,,,,
2012-01-31,516.29,,,,,,
2012-02-01,520.73,,,,,,
2012-02-02,532.23,,,,,,
2012-02-03,528.87,,,,,,
2012-02-06,531.68,,,,,,
2012-02-07,527.18,,,,,,
2012-02-08,536.38,,,,,,
2012-02-09,542.65,,,,,,
2012-02-10,535.18,,,,,,
2012-02-13,534.97,,,,,,
2012-02-14,535.15,,,,,,
2012-02-15,539.51,,,,,,
2012-02-16,527.51,,,,,,
2012-02-17,533.24,,,,,,
2012-02-20,534.01,,,,,,
2012-02-21,531.97,,,,,,
2012-02-22,530.71,,,,,,
2012-02-23,526.05,,,,,,
2012-02-24,529.61,,,,,,
2012-02-27,521.82,,,,,,
2012-02-28,527.92,,,,,,
2012-02-29,532.18,,,,,,
2012-03-01,532.18,,,,,,
2012-03-02,535.42,,,,,,
2012-03-05,527.19,,,,,,
2012-03-06,521.14,,,,,,
2012-03-07,516.3,,,,,,
2012-03-08,523.98,,,,,,
2012-03-09,524.68,,,,,,
2012-03-12,519.21,,,,,,
2012-03-13,526.3,,,,,,
2012-03-14,532.22,,,,,,
2012-03-15,531.2,,,,,,
2012-03-16,529.93,,,,,,
2012-03-19,533.36,,,,,,
2012-03-20,531.1,,,,,,
2012-03-21,527.12,,,,,,
2012-03-22,525.8,,,,,,
2012-03-23,526.61,,,,,,
2012-03-26,521.94,,,,,,
2012-03-27,527.8,,,,,,
2012-03-28,523.86,,,,,,
2012-03-29,517.88,,,,,,
2012-03-30,517.66,,,,,,
2012-04-02,521.42,,,,,,
2012-04-03,524.32,,,,,,
2012-04-04,515.41,,,,,,
2012-04-05,513.35,,,,,,
2012-04-06,512.33,,,,,,
2012-04-09,502.06,,,,,,
2012-04-10,503.43,,,,,,
2012-04-11,503.43,,,,,,
2012-04-12,505.57,,,,,,
2012-04-13,514.58,,,,,,
2012-04-16,508.06,,,,,,
2012-04-17,505.4,,,,,,
2012-04-18,506.81,,,,,,
2012-04-19,503.73,,,,,,
2012-04-20,495.06,,,,,,
2012-04-23,496.24,,,,,,
2012-04-24,491.92,,,,,,
2012-04-25,489.42,,,,,,
2012-04-26,486.68,,,,,,
2012-04-27,487.08,,,,,,
2012-04-30,482.98,,,,,,
2012-05-01,482.98,,,,,,
2012-05-02,489.76,,,,,,
2012-05-03,489.75,,,,,,
2012-05-04,492.07,,,,,,
2012-05-07,480.18,,,,,,
